phrase,meaning_ja,example_sentence,translated_sentence,source_url,error,deepl_filled_fields
once established,一度確立されれば,"Once established, a new paradigm can significantly influence future research.",一度確立されれば、新しいパラダイムは将来の研究に大きな影響を与える可能性があります。,https://ejje.weblio.jp/content/once%20established,404 Client Error: 404 for url: https://ejje.weblio.jp/content/once%20established,meaning_ja
ongoing debate,現在も続く議論,There is an ongoing debate about the ethics of artificial intelligence.,人工知能の倫理については、現在も続く議論があります。,https://ejje.weblio.jp/content/ongoing%20debate,404 Client Error: 404 for url: https://ejje.weblio.jp/content/ongoing%20debate,meaning_ja
ongoing process,進行中のプロセス,Learning a new language is an ongoing process that requires dedication.,新しい言語を学ぶことは、献身を必要とする進行中のプロセスです。,https://ejje.weblio.jp/content/ongoing%20process,404 Client Error: 404 for url: https://ejje.weblio.jp/content/ongoing%20process,meaning_ja
online access,オンラインアクセス,Providing online access to educational resources enhances learning opportunities for everyone.,教育リソースへのオンラインアクセスを提供することは、誰もが学習機会を向上させます。,https://ejje.weblio.jp/content/online%20access,,meaning_ja
online database,オンラインデータベース,Researchers can easily find relevant articles using the university's online database.,研究者は、大学のオンラインデータベースを使って関連論文を簡単に見つけることができます。,https://ejje.weblio.jp/content/online%20database,,meaning_ja
online journal,電子ジャーナル,Many academic papers are now published in open-access online journal formats.,多くの学術論文は現在、オープンアクセスの電子ジャーナル形式で出版されています。,https://ejje.weblio.jp/content/online%20journal,,
online version,オンライン版,The latest report is available in an online version on the organization's website.,最新の報告書は、組織のウェブサイトでオンライン版として入手可能です。,https://ejje.weblio.jp/content/online%20version,,
open access,開架、オープンアクセスのロゴタイプ。、オー‐エー,The university promotes open access to research publications for wider dissemination.,大学は、より広範な普及のために研究出版物へのオープンアクセスを推進しています。,https://ejje.weblio.jp/content/open%20access,,
opening chapter,序章,The opening chapter of the book sets the stage for the entire narrative.,その本の序章は、物語全体の舞台を設定しています。,https://ejje.weblio.jp/content/opening%20chapter,404 Client Error: 404 for url: https://ejje.weblio.jp/content/opening%20chapter,meaning_ja
opening section,冒頭部分,The opening section of the report summarizes the key findings.,報告書の冒頭部分は、主要な調査結果を要約しています。,https://ejje.weblio.jp/content/opening%20section,404 Client Error: 404 for url: https://ejje.weblio.jp/content/opening%20section,meaning_ja
opinion leader,オピニオンリーダー,Opinion leaders play a significant role in shaping public perceptions and trends.,オピニオンリーダーは、一般の認識やトレンドを形成する上で重要な役割を果たします。,https://ejje.weblio.jp/content/opinion%20leader,,meaning_ja
optimal solution,最適解,Finding the optimal solution to complex problems often requires computational methods.,複雑な問題の最適解を見つけるには、しばしば計算手法が必要です。,https://ejje.weblio.jp/content/optimal%20solution,,
oral history,口述歴史(資料),Collecting oral history provides valuable first-hand accounts of past events.,口述歴史資料を収集することは、過去の出来事に関する貴重な一次情報を提供します。,https://ejje.weblio.jp/content/oral%20history,,
oral presentation,口頭発表、口演発表、口演,Students will deliver an oral presentation on their research findings next week.,学生たちは来週、研究成果について口頭発表を行います。,https://ejje.weblio.jp/content/oral%20presentation,,
organizing principle,組織化の原則,Hierarchy serves as a fundamental organizing principle in many formal organizations.,階層は、多くの公式組織において基本的な組織化の原則として機能します。,https://ejje.weblio.jp/content/organizing%20principle,404 Client Error: 404 for url: https://ejje.weblio.jp/content/organizing%20principle,meaning_ja
organizational structure,組織の仕組み,The company's organizational structure was redesigned to improve efficiency.,その会社の組織の仕組みは、効率を向上させるために再設計されました。,https://ejje.weblio.jp/content/organizational%20structure,,
